PIRPI,527.0
BOBBY,501.55
JOHN,103.3
,543.0
,518.75
,504.6
,601.45
BOBBY,607.5
,0.0
,520.65
,20.0
,334.0
PIRIPI,539.25
,541.0
,539.0
PIRPI,316.25
VY,549.05
VY,528.3000000000001
VY,570.35
VY,515.0
VY,519.95
VY,578.6
